video_url,author,text,time,votes,texto_limpio,label,proba_pos,proba_neg,proba_neu
https://www.youtube.com/watch?v=yaA1_92D_Lo,@senorx6845,Este fue uno de los mejores reportajes  de Juan diego,hace 4 años,62,Este fue uno de los mejores reportajes de Juan diego,POS,0.9671604633331299,0.004046168643981218,0.028793370351195335
https://www.youtube.com/watch?v=yaA1_92D_Lo,@JesusMartinez-ru5qk,"""Tranquilos los organismos de control investigaran y llegaran hasta las ultimas consecuencias"" buen chiste no creen",hace 4 años (editado),33,"""Tranquilos los organismos de control investigaran y llegaran hasta las ultimas consecuencias"" buen chiste no creen",NEU,0.17901422083377838,0.13406386971473694,0.6869218945503235
https://www.youtube.com/watch?v=yaA1_92D_Lo,@juancarlosjaramillo2967,"Buenos días,las palabras se las lleva el viento, Colombia, es un fortín para  la corrupción, gracias.",hace 4 años,22,"Buenos días,las palabras se las lleva el viento, Colombia, es un fortín para la corrupción, gracias.",NEG,0.012859688140451908,0.9331243634223938,0.05401591211557388
https://www.youtube.com/watch?v=yaA1_92D_Lo,@matildesuarez1708,"El problema está en nombrar gobernantes ineptos ,que,a su vez ,nombran subalternos ineptos.....",hace 4 años,13,"El problema está en nombrar gobernantes ineptos ,que,a su vez ,nombran subalternos ineptos.....",NEG,0.006391542032361031,0.9411984086036682,0.052410051226615906
https://www.youtube.com/watch?v=yaA1_92D_Lo,@mariomeneses7231,"Realmente en este gobierno de ""carruseles de contrataciones"" no existe todavía una sola vacuna contra la Corrupción.",hace 4 años,13,"Realmente en este gobierno de ""carruseles de contrataciones"" no existe todavía una sola vacuna contra la Corrupción.",NEG,0.005098350346088409,0.9473047256469727,0.04759686812758446
https://www.youtube.com/watch?v=yaA1_92D_Lo,@miguelangelaldana7104,Expropiar a los que abusivamente se apropian de los dineros del estado debería ser una solución definitiva y con estos castigos se les quita la privacidad de nos sigan robando. Más control a los contratos que se hacen y verificar la documentación del las empresas que contratan. Y fuertes castigos y impedir que sigan contratando.,hace 4 años,10,Expropiar a los que abusivamente se apropian de los dineros del estado debería ser una solución definitiva y con estos castigos se les quita la privacidad de nos sigan robando. Más control a los contratos que se hacen y verificar la documentación del las empresas que contratan. Y fuertes castigos y impedir que sigan contratando.,NEG,0.006939637009054422,0.9354841709136963,0.057576168328523636
https://www.youtube.com/watch?v=yaA1_92D_Lo,@mariaeugeniatorres1148,Mientras entreguen los cargos a políticos sin respetar lo tecnico,hace 4 años,5,Mientras entreguen los cargos a políticos sin respetar lo tecnico,NEG,0.009486810304224491,0.8502774834632874,0.1402357965707779
https://www.youtube.com/watch?v=yaA1_92D_Lo,@Leon-xiii,jajajajaja la saco del estadio con esa llamada a la ministra corrupta,hace 4 años,10,jajajajaja la saco del estadio con esa llamada a la ministra corrupta,NEG,0.021694043651223183,0.883238673210144,0.09506730735301971
https://www.youtube.com/watch?v=yaA1_92D_Lo,@operacionessabogal685,La Contraloría y la procuraduria tambien reciben plata para mirar a otro lado,hace 4 años,8,La Contraloría y la procuraduria tambien reciben plata para mirar a otro lado,NEG,0.03023575432598591,0.5209895968437195,0.4487746059894562
https://www.youtube.com/watch?v=yaA1_92D_Lo,@ricardogutierrez3478,Darle plata a un costeño es como decirle a un cura que cuide un jardin de niños.....,hace 4 años,2,Darle plata a un costeño es como decirle a un cura que cuide un jardin de niños.....,NEG,0.04833908751606941,0.4774208962917328,0.4742400050163269
https://www.youtube.com/watch?v=yaA1_92D_Lo,@Leludison1397,EXCELENTD REPORTAJE . FELICITACIONES.,hace 4 años,0,EXCELENTD REPORTAJE . FELICITACIONES.,POS,0.9672443866729736,0.0059397341683506966,0.026815883815288544
https://www.youtube.com/watch?v=yaA1_92D_Lo,@eucariojosegilbolano698,"Solo hay que cambiar a todos los gobernantes, a lo mejor hasta el sistema",hace 4 años,5,"Solo hay que cambiar a todos los gobernantes, a lo mejor hasta el sistema",NEU,0.09244480729103088,0.16461676359176636,0.7429383993148804
https://www.youtube.com/watch?v=yaA1_92D_Lo,@alexescobar3750,"Se requiere  urgentemente de cambios en condenas ...las condenas para los políticos deben ser más drásticas, expropiación para ellos y crear cárceles donde todo corrupto deba laborar  en su interior sea en el campo y se gane sus alimentos ...",hace 4 años,1,"Se requiere urgentemente de cambios en condenas ...las condenas para los políticos deben ser más drásticas, expropiación para ellos y crear cárceles donde todo corrupto deba laborar en su interior sea en el campo y se gane sus alimentos ...",NEG,0.029624642804265022,0.6923558712005615,0.278019517660141
https://www.youtube.com/watch?v=yaA1_92D_Lo,@vicsal730,No estaba muerta andaba de parranda...🎶,hace 4 años,1,No estaba muerta andaba de parranda...🎶,NEU,0.14375515282154083,0.05764370039105415,0.7986010909080505
https://www.youtube.com/watch?v=yaA1_92D_Lo,@sterlingduvandelgadorianos6680,"04:20 no le contesto por que estaba en los sótanos del infierno por una tragedia familiar.
 y allá no agarra señal",hace 4 años,3,04:20 no le contesto por que estaba en los sótanos del infierno por una tragedia familiar. y allá no agarra señal,NEG,0.0035078246146440506,0.8884603381156921,0.10803178697824478
https://www.youtube.com/watch?v=yaA1_92D_Lo,@Jhonny-Masters,buen reportaje,hace 4 años,1,buen reportaje,POS,0.7671359181404114,0.032953523099422455,0.19991055130958557
https://www.youtube.com/watch?v=yaA1_92D_Lo,@perhapsperhaps7373,Mundialmente dónde hay poder hay corrupción....,hace 4 años,1,Mundialmente dónde hay poder hay corrupción....,NEG,0.015505775809288025,0.7758125066757202,0.20868167281150818
https://www.youtube.com/watch?v=yaA1_92D_Lo,@reggymorales8567,Eso es lo que necesitamos alguien que nos represente que buen reportaje Juan Diego 👍,hace 4 años,1,Eso es lo que necesitamos alguien que nos represente que buen reportaje Juan Diego 👍,POS,0.9072399139404297,0.011903434060513973,0.08085664361715317
https://www.youtube.com/watch?v=yaA1_92D_Lo,@Reyes-pf9yk,Necesitan la reforma tributaria porq ya no hay casii plata para robar ah?,hace 4 años,2,Necesitan la reforma tributaria porq ya no hay casii plata para robar ah?,NEG,0.023158811032772064,0.5964617729187012,0.38037943840026855
https://www.youtube.com/watch?v=yaA1_92D_Lo,@fernandomontillo9036,No le puede  contestar esta en el cementerio mirando haber donde se mete,hace 4 años,1,No le puede contestar esta en el cementerio mirando haber donde se mete,NEG,0.006991630420088768,0.8278762698173523,0.165132075548172
https://www.youtube.com/watch?v=yaA1_92D_Lo,@elpr131,"Que  Juan Andrés la tache de la lista ya sabemos que es incumplida e irresponsable,no se puede confiar en alguien así,nos quedo mal ,no sirve",hace 4 años (editado),3,"Que Juan Andrés la tache de la lista ya sabemos que es incumplida e irresponsable,no se puede confiar en alguien así,nos quedo mal ,no sirve",NEG,0.0032422621734440327,0.9781004190444946,0.01865733042359352
https://www.youtube.com/watch?v=yaA1_92D_Lo,@_Liquid_Snake,"Cuál Juan Diego, todo lo qie sabe es gracias Paola Herrera.",hace 4 años,0,"Cuál Juan Diego, todo lo qie sabe es gracias Paola Herrera.",NEU,0.44065308570861816,0.07850661128759384,0.4808402359485626
https://www.youtube.com/watch?v=yaA1_92D_Lo,@javierandrescorreaoyala6046,Jajajaja,hace 4 años,1,Jajajaja,NEU,0.3803495168685913,0.11871880292892456,0.5009317398071289
https://www.youtube.com/watch?v=yaA1_92D_Lo,@stellalh9371,🤣🤣🤣🤣😥😥😥,hace 4 años,0,🤣🤣🤣🤣😥😥😥,NEG,0.05329651013016701,0.5580928921699524,0.3886105716228485
https://www.youtube.com/watch?v=yaA1_92D_Lo,@guillermocarmona7541,Don Andrés y UD dónde a estado  se le meten a la casa y no se dió cuenta o ase UD parte de toda la corrupción perdóneme,hace 4 años,0,Don Andrés y UD dónde a estado se le meten a la casa y no se dió cuenta o ase UD parte de toda la corrupción perdóneme,NEG,0.007136720232665539,0.9205226898193359,0.07234057784080505
https://www.youtube.com/watch?v=yaA1_92D_Lo,@stellalh9371,👏👏👏👏👏👏,hace 4 años,0,👏👏👏👏👏👏,NEU,0.25388938188552856,0.17449265718460083,0.5716180205345154
https://www.youtube.com/watch?v=yaA1_92D_Lo,@fredybustos7702,A esta ministra se le debe dar cárcel y embargo de bienes,hace 4 años,5,A esta ministra se le debe dar cárcel y embargo de bienes,NEG,0.04543156549334526,0.6672437787055969,0.2873246967792511
https://www.youtube.com/watch?v=yaA1_92D_Lo,@oggarzona,"ayyy caracol! el canal lleva años siendo complice de estospicaros, ojalá esa nueva linea editorial dure y nos ayude a salir de esa plaga.",hace 4 años,2,"ayyy caracol! el canal lleva años siendo complice de estospicaros, ojalá esa nueva linea editorial dure y nos ayude a salir de esa plaga.",NEG,0.020671086385846138,0.925709068775177,0.053619783371686935
https://www.youtube.com/watch?v=yaA1_92D_Lo,@ratafara,"Polombia es el único lugar del mundo, donde Compumundohipermegared le gana una licitación a ETB, claro! Y al que sea!!! El sistema funciona!!!!",hace 4 años,5,"Polombia es el único lugar del mundo, donde Compumundohipermegared le gana una licitación a ETB, claro! Y al que sea!!! El sistema funciona!!!!",NEU,0.3958863615989685,0.0948154553771019,0.5092982053756714
https://www.youtube.com/watch?v=yaA1_92D_Lo,@edithmahechaguarin8626,Porque es un botín para corruptos.,hace 4 años,1,Porque es un botín para corruptos.,NEG,0.05858461931347847,0.6815890073776245,0.2598263621330261
https://www.youtube.com/watch?v=yaA1_92D_Lo,@veleznay,Juan Diego es un despistado tenía que hacer esa llamada de el 30 de abril 🤣🤣🤣,hace 4 años,0,Juan Diego es un despistado tenía que hacer esa llamada de el 30 de abril 🤣🤣🤣,NEU,0.035481423139572144,0.3851543068885803,0.5793642997741699
https://www.youtube.com/watch?v=yaA1_92D_Lo,@mariaeugeniatorres1148,"Leyes y mas leyes, dependencias y órganos de control y miren",hace 4 años,1,"Leyes y mas leyes, dependencias y órganos de control y miren",NEU,0.07565372437238693,0.26898282766342163,0.6553634405136108
https://www.youtube.com/watch?v=yaA1_92D_Lo,@JC-wp2vj,Hahahaha la Honorable ya debe haber cambiado de numero,hace 4 años,1,Hahahaha la Honorable ya debe haber cambiado de numero,NEU,0.02277606539428234,0.3593853712081909,0.6178385019302368
https://www.youtube.com/watch?v=yaA1_92D_Lo,@elfacho2062,Los corronchos no deben ejercer cargos públicos ni contratar con el estado.,hace 4 años,3,Los corronchos no deben ejercer cargos públicos ni contratar con el estado.,NEG,0.041777562350034714,0.5962913632392883,0.361931174993515
https://www.youtube.com/watch?v=yaA1_92D_Lo,@CristianGomez-vj6sv,Que se recupere ese dinero y denunciar alos  rateros despropiarlos de todo y ala cárcel comento Luis Ramirez,hace 4 años,0,Que se recupere ese dinero y denunciar alos rateros despropiarlos de todo y ala cárcel comento Luis Ramirez,NEG,0.057257816195487976,0.739804744720459,0.20293748378753662
https://www.youtube.com/watch?v=yaA1_92D_Lo,@erikgermanyanzahurtado7492,"Dónde está el zar anticorrupción?
Ni mu!",hace 4 años,1,Dónde está el zar anticorrupción? Ni mu!,NEG,0.01990271359682083,0.7874204516410828,0.1926768273115158
https://www.youtube.com/watch?v=yaA1_92D_Lo,@maovb6569,Aver cuando van a dar ejemplos con las corrupción política condenas fuertes para que agarre a escarmiento,hace 4 años,1,Aver cuando van a dar ejemplos con las corrupción política condenas fuertes para que agarre a escarmiento,NEG,0.01510294433683157,0.7807979583740234,0.20409905910491943
https://www.youtube.com/watch?v=yaA1_92D_Lo,@vicentebravo6542,"La corrupcion es el cancer de nuestro pais, asi ninguna plata alcanza, y asi nos siguen aplicando reformas tributarias cada 18 meses.",hace 4 años,1,"La corrupcion es el cancer de nuestro pais, asi ninguna plata alcanza, y asi nos siguen aplicando reformas tributarias cada 18 meses.",NEG,0.005038750357925892,0.9674816727638245,0.027479538694024086
https://www.youtube.com/watch?v=yaA1_92D_Lo,@aldonmontoys5365,Que pena mi país,hace 4 años,0,Que pena mi país,NEG,0.010813535191118717,0.9477213025093079,0.04146527126431465
https://www.youtube.com/watch?v=yaA1_92D_Lo,@maurocaicedoproducciones3337,"Juan Diego, debe ser que el contralor estaba viendo ballenas o algo por el estilo.",hace 4 años,0,"Juan Diego, debe ser que el contralor estaba viendo ballenas o algo por el estilo.",NEU,0.05264643579721451,0.3431038558483124,0.6042496562004089
https://www.youtube.com/watch?v=yaA1_92D_Lo,@anarosamendezblanco1892,"VIKIIKIIIIIIIIIII VIKIIIIIIII HOLA ,,.  DI ALGO.  VIKI.   😂😂😂😂",hace 4 años,0,"VIKIIKIIIIIIIIIII VIKIIIIIIII HOLA ,,. DI ALGO. VIKI. 😂😂😂😂",NEU,0.059261444956064224,0.17919500172138214,0.7615435123443604
